PGM_SYS_ID,ACTIVITY_ID,AGENCY_TYPE_DESC,STATE_CODE,AIR_LCON_CODE,COMP_DETERMINATION_UID,ENF_RESPONSE_POLICY_CODE,PROGRAM_CODES,PROGRAM_DESCS,POLLUTANT_CODES,POLLUTANT_DESCS,EARLIEST_FRV_DETERM_DATE,HPV_DAYZERO_DATE,HPV_RESOLVED_DATE,DSCV_PATHWAY_DATE,NFTC_PATHWAY_DATE
MO0000002918700054,3603742805,State,MO,,MO000A103107,FRV,CAATVP,Title V Permits,,,08-10-2023,,,08-10-2023,09-14-2023
SD0000004602900008,3603618317,State,SD,,SD000A100874,FRV,CAATVP,Title V Permits,,,06-08-2023,,06-08-2023,,
MI00000000000B7357,3603593032,State,MI,,MI000AB7357CF0000076436,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,04-18-2023,,,,04-18-2023
NJ0000003401100292,3604454070,State,NJ,,NJ000A128686,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,09-28-2023,,,,
FL0000001202500232,3603578467,State,FL,,FL000A0000120250023200046,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-21-2023,,10-28-2025,03-21-2023,02-07-2024
FL0000001203900009,3603536678,State,FL,,FL000A0000120390000960480,FRV,CAANSPS,New Source Performance Standards,10193,Carbon monoxide,01-13-2023,,04-11-2023,01-20-2023,
OR0000004101500003,3604030439,State,OR,,OR000AC080003000000008665,FRV,CAATVP,Title V Permits,300000328,ADMIN,08-03-2023,,05-15-2024,05-15-2024,07-10-2024
NE0000003107900035,3603597177,State,NE,,NE000A00003107900035014,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
PA000494340,3603636632,State,PA,,PA000A0000F00000003554661,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-16-2023,,,,
OH0000001431170674,3603627971,State,OH,,OH000AC13694,FRV,CAAMACT CAASIP CAATVP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,09-29-2023,,09-27-2023,,05-30-2023
OK0000004007300008,3603745827,State,OK,,OK000A4007300008EC0012304,FRV,CAATVP,Title V Permits,300000329,FACIL,09-06-2023,,06-24-2024,,
OR0000004107105034,3603586334,State,OR,,OR000AC365034000000007634,FRV,CAATVP,Title V Permits,300000322,TOTAL PARTICULATE MATTER,03-09-2023,,04-27-2023,04-27-2023,04-27-2023
OR0000004107105034,3603703732,State,OR,,OR000AC365034000000007956,FRV,CAATVP,Title V Permits,300000322,TOTAL PARTICULATE MATTER,08-25-2023,,,,
MA0000002504200341,3603506642,State,MA,,MA000A98736,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243 300000290,VOLATILE ORGANIC COMPOUNDS (VOCS) VOLATILE ORGANIC HAZARDOUS AIR POLLUTANT,02-10-2023,,05-03-2023,09-08-2021,02-09-2023
MI00000000000N1722,3603525114,State,MI,,MI000AN1722CF0000075407,HPV,CAANSPS CAANSR CAASIP,New Source Performance Standards New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000319,PARTICULATE MATTER < 10 UM,01-30-2023,01-30-2023,,,01-30-2023
MI00000000000C5704,3603749570,State,MI,,MI000AC5704CF0000076824,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,07-06-2023,,,,07-06-2023
NE0000003112100004,3603597186,State,NE,,NE000A00003112100004017,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
NE0000003112700013,3603597188,State,NE,,NE000A00003112700013011,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
MI00000000000D8065,3603975663,State,MI,,MI000AD8065CF0000077633,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),11-01-2023,,,,11-01-2023
PAPAM0004210108904,3603675065,Local,PA,PAM,PAPAMA101896,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000282,NITROGEN OXIDES,07-25-2023,,01-31-2024,,07-25-2023
MA0000002511800140,3603668582,State,MA,,MA000A101690,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,7003,Particulate matter,07-31-2023,,,07-14-2021,
TN0000004703500090,3603808152,State,TN,,TN000A105297,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000322,TOTAL PARTICULATE MATTER,11-28-2023,,01-26-2024,11-28-2023,01-05-2024
TN0000004718900109,3603603641,State,TN,,TN000A100634,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,05-11-2023,,05-17-2023,05-17-2023,05-17-2023
TN0000004718900109,3603840582,State,TN,,TN000A107753,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,07-31-2023,,03-27-2024,07-31-2023,01-19-2024
TNSHL0004715700202,3603574600,Local,TN,SHL,TNSHLA100054,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,04-07-2023,,07-24-2023,03-30-2023,04-07-2023
MN0000002710900084,3604174787,State,MN,,MN000A00002663PEN20241,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-10-2023,,11-14-2024,07-10-2023,
PA000257509,3603557384,State,PA,,PA000A0000F00000003526560,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-27-2023,,,,
MS0000002806100017,3603792629,State,MS,,MS000ACFH22133,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000236 300000329,FACIL VISIBLE EMISSIONS,11-09-2023,,12-12-2023,09-20-2023,11-09-2023
SD0000004609900036,3603651600,State,SD,,SD000A101416,FRV,CAATVP,Title V Permits,,,07-14-2023,,07-14-2023,,
TNSHL0004715700205,3603621234,Local,TN,SHL,TNSHLA100959,FRV,CAATVP,Title V Permits,,,05-24-2023,,06-29-2023,05-09-2023,
TNSHL0004715700253,3603796372,Local,TN,SHL,TNSHLA104552,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,11-16-2023,,12-21-2023,10-19-2023,11-16-2023
TNSHL0004715700253,3603801186,Local,TN,SHL,TNSHLA104978,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,12-04-2023,,12-04-2023,10-19-2023,12-04-2023
PAPAM0004210101416,3603647108,Local,PA,PAM,PAPAMA101343,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,300000329,FACIL,07-11-2023,,,,07-10-2023
NE0000003106300010,3603509813,State,NE,,NE000A00003106300010040,HPV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000007,NITROGEN OXIDES N2O ETC,01-27-2023,01-27-2023,,,
CO0000000812300468,3603968951,State,CO,,CO000A0000081230046800118,FRV,CAAMACT CAANSPS CAAPSD CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards Prevention of Significant Deterioration of Air Quality State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,11-29-2023,,,08-31-2023,04-30-2024
OH0000000812100276,3603702754,State,OH,,OH000AC13756,FRV,CAAFESOP CAAMACT CAANSPS CAASIP,Federally-Enforceable State Operating Permit - Non Title V MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,09-01-2023,,09-01-2023,,08-31-2023
PA000247332,3603551604,State,PA,,PA000A0000F00000003514296,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-01-2023,,,,
PA000495537,3603498011,State,PA,,PA000A0000F00000003495434,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,01-30-2023,,,,
PA000495537,3603639211,State,PA,,PA000A0000F00000003577082,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-22-2023,,,,
PA000495537,3603718196,State,PA,,PA000A0000F00000003590740,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-26-2023,,,,
PA000495537,3603718197,State,PA,,PA000A0000F00000003590761,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,08-31-2023,,,,
PA000495537,3603718198,State,PA,,PA000A0000F00000003590809,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718199,State,PA,,PA000A0000F00000003590805,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718200,State,PA,,PA000A0000F00000003590834,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718203,State,PA,,PA000A0000F00000003590823,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718205,State,PA,,PA000A0000F00000003590817,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718206,State,PA,,PA000A0000F00000003590752,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718207,State,PA,,PA000A0000F00000003590786,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718209,State,PA,,PA000A0000F00000003590795,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718213,State,PA,,PA000A0000F00000003590788,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
PA000495537,3603718214,State,PA,,PA000A0000F00000003590769,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-27-2023,,,,
NCBUN0003702100588,3603783662,Local,NC,BUN,NCBUNA104015,FRV,CAANSPS,New Source Performance Standards,,,08-28-2023,,08-28-2023,,08-28-2023
NCBUN0003702100588,3603786483,Local,NC,BUN,NCBUNA104113,FRV,CAANSPS,New Source Performance Standards,,,09-19-2023,,09-19-2023,,09-19-2023
NCBUN0003702100588,3603853663,Local,NC,BUN,NCBUNA108872,FRV,CAANSPS,New Source Performance Standards,,,12-08-2023,,12-08-2023,,12-08-2023
NE0000003105500079,3603597174,State,NE,,NE000A00003105500079021,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
MI00000000000E4569,3603675327,State,MI,,MI000AE4569CF0000076991,FRV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,07-07-2023,,,,07-07-2023
NE0000003104700013,3603597165,State,NE,,NE000A00003104700013073,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
TX0000004820100183,3603575611,State,TX,,TX000A0818572742023103001,FRV,CAATVP,Title V Permits,300000329,FACIL,03-10-2023,,,03-10-2023,
OK0000004008900004,3603650981,State,OK,,OK000A4008900004EC0011638,FRV,CAANSPS CAASIP,New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000003 300000322,Sulfide TOTAL PARTICULATE MATTER,07-10-2023,,09-13-2023,,
OK0000004008900004,3603721789,State,OK,,OK000A4008900004EC0012321,FRV,CAAMACT,MACT Standards (40 CFR Part 63),300000188,Methanol,08-07-2023,,01-09-2024,08-07-2023,
MN0000002704500037,3603862136,State,MN,,MN000A00002260NON20241,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-08-2023,,,06-08-2023,02-06-2024
TX0000004820100484,3603607371,State,TX,,TX000A0498364442023121001,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,04-11-2023,,11-14-2023,04-11-2023,
DE0000001000100075,3604103569,State,DE,,DE000A0000100010007500081,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,10461 300000330,OTHER Sulfur dioxide,09-06-2023,,08-22-2025,08-16-2023,09-06-2024
DE0000001000100075,3604103570,State,DE,,DE000A0000100010007500083,FRV,CAAFESOP CAANSPS CAASIP,Federally-Enforceable State Operating Permit - Non Title V New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000330,OTHER,06-15-2023,,08-22-2025,08-16-2023,09-06-2024
DE0000001000100075,3604103571,State,DE,,DE000A0000100010007500082,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,10461,Sulfur dioxide,06-15-2023,,08-22-2025,08-16-2023,09-06-2024
DE0000001000100099,3603804883,State,DE,,DE000A0000100010009900243,FRV,CAAMACT CAASIP CAATVP,MACT Standards (40 CFR Part 63) State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000330,OTHER,08-01-2023,,,03-09-2023,11-03-2023
TN0000004702700022,3603718645,State,TN,,TN000A102793,FRV,CAATVP,Title V Permits,,,09-11-2023,,09-26-2023,09-11-2023,09-26-2023
TN0000004702700022,3603821663,State,TN,,TN000A106512,FRV,CAATVP,Title V Permits,,,12-19-2023,,05-02-2024,12-19-2023,01-22-2024
NE0000003105300008,3604021345,State,NE,,NE000A00003105300008083,HPV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000377,PM10 (Filterable portion only),10-06-2023,10-06-2023,,,
MI00000000000N1749,3603525112,State,MI,,MI000AN1749CF0000075486,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-07-2023,,,,02-07-2023
VA0000005171000028,3603707758,State,VA,,VA000A00051710000282653,FRV,CAASIP CAATVP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),09-06-2023,,03-16-2024,,09-06-2023
MI00000000000B4001,3603525103,State,MI,,MI000AB4001CF0000075492,FRV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-07-2023,,,,02-07-2023
MI00000000000N2198,3603646296,State,MI,,MI000AN2198CF0000076557,FRV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-09-2023,,,,05-09-2023
NJ0000003402500050,3604709161,State,NJ,,NJ000A132508,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,03-10-2023,,,,
SD0000004612500001,3603488427,State,SD,,SD000A98513,HPV,CAATVP,Title V Permits,7003,Particulate matter,02-13-2023,02-13-2023,07-25-2023,12-02-2022,
SD0000004612500001,3603652034,State,SD,,SD000A101425,FRV,CAATVP,Title V Permits,,,07-14-2023,,07-14-2023,,
NE0000003105303001,3603536360,State,NE,,NE000A00003105303001016,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,02-28-2023,,,,
NE0000003104700085,3603597168,State,NE,,NE000A00003104700085005,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
TX0000004820101459,3603643687,State,TX,,TX000A0558505012023146001,FRV,CAATVP,Title V Permits,300000329,FACIL,05-18-2023,,09-04-2024,05-18-2023,
OK0000004011900021,3603795294,State,OK,,OK000A4011900021EC0012369,FRV,CAATVP,Title V Permits,300000329,FACIL,08-05-2023,,03-21-2024,,
MI00000000000N5987,3603593346,State,MI,,MI000AN5987CF0000076354,FRV,CAAMACT,MACT Standards (40 CFR Part 63),300000329,FACIL,04-05-2023,,,,04-05-2023
MN0000002705300151,3603615074,State,MN,,MN000A00000615NON20231,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-09-2023,,,02-09-2023,04-06-2023
OK0000004010300013,3603841755,State,OK,,OK000A4010300013EC0011642,FRV,CAANSPS,New Source Performance Standards,300000329,FACIL,07-05-2023,,01-11-2024,07-05-2023,
NE0000003109700003,3603597184,State,NE,,NE000A00003109700003011,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
OH0000000664000056,3603644440,State,OH,,OH000AC13718,FRV,CAAMACT CAANESH CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000329,FACIL,07-07-2023,,06-28-2023,,06-27-2023
NE0000003100100018,3603597161,State,NE,,NE000A00003100100018015,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
OH0000000125041958,3603545131,State,OH,,OH000AC13602,FRV,CAAFESOP CAASIP,Federally-Enforceable State Operating Permit - Non Title V State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-19-2023,,03-14-2023,,12-14-2022
PAPAM0004210108002,3603798833,Local,PA,PAM,PAPAMA104872,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,11-28-2023,,02-20-2024,05-18-2023,11-28-2023
PA000523339,3603523310,State,PA,,PA000A0000F00000003507592,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-22-2023,,,,
NE0000003117900004,3603597215,State,NE,,NE000A00003117900004002,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
PA000252187,3603931800,State,PA,,PA000A0000F00000003495988,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,01-31-2023,,,,
TX0000004834700007,3603805987,State,TX,,TX000A0887551752023321001,FRV,CAATVP,Title V Permits,300000329,FACIL,11-06-2023,,07-31-2024,11-06-2023,
PA000246109,3604105582,State,PA,,PA000A0000H00000000419716,HPV,CAAMACT CAANSPS CAASIP CAATVP,MACT Standards (40 CFR Part 63) New Source Performance Standards State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards Title V Permits,300000038,Lead,07-07-2023,07-07-2023,10-07-2024,04-08-2023,09-13-2023
PA000510832,3603917628,State,PA,,PA000A0000F00000003499615,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,02-06-2023,,,,
PA000482854,3603636635,State,PA,,PA000A0000F00000003567788,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,05-30-2023,,,,
PA000493158,3603498004,State,PA,,PA000A0000F00000003495193,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,01-30-2023,,,,
TNSHL0004715700354,3603621260,Local,TN,SHL,TNSHLA100961,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,06-01-2023,,09-07-2023,04-26-2023,06-01-2023
TX0000004811300028,3603607370,State,TX,,TX000A0394471062023114001,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,04-10-2023,,,04-10-2023,
PA000256181,3603748469,State,PA,,PA000A0000F00000003572562,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-21-2023,,,,
NH0000003301100010,3603647179,State,NH,,NH000A101347,FRV,CAANSPS,New Source Performance Standards,,,06-20-2023,,,04-14-2023,
MI00000000000H2781,3603752494,State,MI,,MI000AH2781CF0000077563,FRV,CAAMACT CAANSR CAASIP,MACT Standards (40 CFR Part 63) New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000151,Trichloroethylene,10-11-2023,,,,10-11-2023
PA000549756,3603931856,State,PA,,PA000A0000F00000003641706,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,11-03-2023,,,,
NE0000003102500021,3603597156,State,NE,,NE000A00003102500021012,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
NE0000003102500025,3603597157,State,NE,,NE000A00003102500025031,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000377,PM10 (Filterable portion only),04-26-2023,,,,
CABAA00006095A0901,3603601198,Local,CA,BAA,CABAAA100587,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),04-20-2023,04-20-2023,,,04-20-2023
CABAA00006095A0901,3603601201,Local,CA,BAA,CABAAA100588,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),04-20-2023,04-20-2023,,,04-20-2023
CABAA00006095A0901,3603601205,Local,CA,BAA,CABAAA100589,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),04-28-2023,04-28-2023,,,04-28-2023
CABAA00006095A0901,3603655280,Local,CA,BAA,CABAAA101503,HPV,CAATVP,Title V Permits,300000329,FACIL,06-01-2023,06-01-2023,,,06-01-2023
CABAA00006097A2254,3603655479,Local,CA,BAA,CABAAA101528,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),06-28-2023,06-28-2023,,,06-28-2023
CABAA00006097A2254,3603655482,Local,CA,BAA,CABAAA101529,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),06-28-2023,06-28-2023,,,06-28-2023
CABAA00006097A2254,3603655486,Local,CA,BAA,CABAAA101530,HPV,CAATVP,Title V Permits,300000329,FACIL,06-28-2023,06-28-2023,,,06-28-2023
CABAA00006097A2254,3603655489,Local,CA,BAA,CABAAA101531,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),06-28-2023,06-28-2023,,,06-28-2023
CABAA00006097A2254,3603655492,Local,CA,BAA,CABAAA101532,HPV,CAATVP,Title V Permits,300000243,VOLATILE ORGANIC COMPOUNDS (VOCS),06-28-2023,06-28-2023,,,06-28-2023
CABAA00006097A2254,3603655495,Local,CA,BAA,CABAAA101533,HPV,CAATVP,Title V Permits,300000329,FACIL,06-28-2023,06-28-2023,,,06-28-2023
CABAA00006097A2254,3603833132,Local,CA,BAA,CABAAA107142,HPV,CAATVP,Title V Permits,300000329,FACIL,10-12-2023,10-12-2023,,,10-12-2023
NJ0000003400500051,3603753712,State,NJ,,NJ000A103315,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,09-01-2023,,,,
NJ0000003400500051,3603877237,State,NJ,,NJ000A109889,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,,,09-01-2023,,,,
MI00000000000B2876,3603593010,State,MI,,MI000AB2876CF0000075799,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,03-14-2023,,,,03-14-2023
MI00000000000B2876,3603593021,State,MI,,MI000AB2876CF0000076222,HPV,CAANSR CAASIP,New Source Review Permit Requirements State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-07-2023,10-12-2023,,,03-07-2023
MI00000000000B2876,3603794841,State,MI,,MI000AB2876CF0000077628,FRV,CAANSR,New Source Review Permit Requirements,300000329,FACIL,10-31-2023,,,,10-31-2023
RI0000004400700427,3603575969,State,RI,,RI000A100074,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,02-28-2023,,05-22-2023,02-28-2023,04-12-2023
RI0000004400700427,3603610349,State,RI,,RI000A100745,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,02-28-2023,,,,
RI0000004400700427,3603752829,State,RI,,RI000A103294,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,09-01-2023,,,09-01-2023,09-20-2023
OK0000004005100070,3603650980,State,OK,,OK000A4005100070EC0011445,FRV,CAATVP,Title V Permits,300000329,FACIL,04-19-2023,,07-12-2023,04-19-2023,
OK0000004001900018,3603622281,State,OK,,OK000A4001900018EC0011575,FRV,CAATVP,Title V Permits,300000329,FACIL,05-30-2023,,08-02-2024,05-30-2023,
PA000495692,3603498020,State,PA,,PA000A0000F00000003496074,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,01-31-2023,,,,
PA0003586,3603497999,State,PA,,PA000A0000F00000003494992,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,01-30-2023,,,,
HI0000001500700009,3603866988,State,HI,,HI000AV1095,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,06-15-2023,,,10-15-2020,06-15-2023
HI0000001500700009,3603866989,State,HI,,HI000AV1094,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,06-15-2023,,,10-15-2020,06-15-2023
HI0000001500700009,3603866990,State,HI,,HI000AV1503,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,06-15-2023,,,08-17-2022,06-15-2023
HI0000001500700009,3603866991,State,HI,,HI000AV1502,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,06-15-2023,,,08-17-2022,06-15-2023
HI0000001500700009,3603866992,State,HI,,HI000AV1504,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,06-15-2023,,,08-17-2022,06-15-2023
HI0000001500700009,3603866993,State,HI,,HI000AV1093,FRV,CAAFESOP,Federally-Enforceable State Operating Permit - Non Title V,,,06-15-2023,,,10-15-2020,06-15-2023
PA000486874,3603636647,State,PA,,PA000A0000F00000003573380,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,06-21-2023,,,,
PA000486874,3603931899,State,PA,,PA000A0000F00000003654677,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,11-21-2023,,,,
PA0003108,3603703683,State,PA,,PA000A0000F00000003602172,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,03-09-2023,,,,
PA000254018,3603931894,State,PA,,PA000A0000F00000003654429,FRV,CAASIP,State Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,300000329,FACIL,12-05-2023,,,,
